Company,Title,Location,URL,Source,Posted,First seen,Description,Match status
Searchability NS&D,AI Software Engineer,London,https://www.reed.co.uk/jobs/ai-software-engineer/57378447,reed-api,2026-09-22,2026-09-23,"AI Software Engineer - SC / DV Cleared Location: UK (Fully Remote, occasional client site visits) Salary: 45,000 - 80,000 DOE + Company Bonus Employment: Permanent Security Clearance: SC or MOD DV required To apply, email :...",top match
Sirius Analysis Limited,Senior Data Scientist,UK,https://www.adzuna.co.uk/jobs/land/ad/5893792371?se=CN_TjGe38RG0s7xl9OR6fQ&utm_medium=api&utm_source=dc96cb17&v=943BECBF0F92FBE67366FAFA07825049BCC9C9EA,adzuna-api,2026-09-22,2026-09-23,"Role: Senior Data Scientist Salary: from £60000 Location: Portsmouth ( hybrid, 3 days onsite) Intro Sirius Analysis, we are a rapidly growing consultancy firm, renowned for our reputation and our keen ability to understand and meet customer requirements effectively. Our team is dedicated to delivering high-quality, end-to-end consultancy services, ranging from operational research and data analysis to",top match
Writer,AI deployment engineer (UK),"London, UK",https://jobs.ashbyhq.com/writer/6e892a8a-8f81-43db-bf47-6c6e1ded2523,ashby-api,2026-09-22,2026-09-23,"🚀 ABOUT WRITER

WRITER is where the world's leading enterprises orchestrate AI-powered work. Our vision is to expand human capacity through superintelligence. And we're proving it's possible – through powerful, trustworthy AI that unites IT and business teams together to unlock enterprise-wide transformation. With WRITER's end-to-end platform, hundreds of companies like Mars, Marriott, Uber, and Vanguard are building and deploying AI agents that are grounded in their company's data and fueled by WRITER's enterprise-grade LLMs. Valued at $1.9B and backed by industry-leading investors including Premji Invest, Radical Ventures, and ICONIQ Growth, WRITER is rapidly cementing its position as the leader in enterprise generative AI.

Founded in 2020 with office hubs in San Francisco, New York City, Seattle, Austin, Chicago, and London, our team thinks big and moves fast, and we're looking for smart, hardworking builders and scalers to join us on our journey to create a better future of work with AI.

📐 ABOUT THE ROLE

As a deployment engineer at WRITER, you'll be at the forefront of expanding human capacity through superintelligence. This isn't just a technical role; it's a deeply influential one where you'll partner directly with our leading enterprise customers. Your expertise will be crucial in uncovering their unique business challenges and architecting AI-powered solutions that leverage our powerful platform and enterprise-grade LLMs. You'll transform complex needs into tangible, high-impact applications, creating champions and driving tangible business results. Your builder's mentality and passion for bringing cutting-edge AI into the hands of real users will directly shape the future of work for some of the world's largest companies.

This is a critical role that directly impacts our customers' success and product evolution. You'll contribute significantly to WRITER's mission, working with a dynamic team to push the boundaries of what's possible with generative AI.

This is a hybrid role based out of our San Francisco, Chicago, Austin, New York City, Seattle, and London hubs.

🦸🏻‍♀️ WHAT YOU'LL DO

- Partner deeply with enterprise customers to identify strategic AI use cases, validating technical feasibility and owning the end-to-end implementation of tailored solutions

- Architect and deliver custom applications, templates, and integrations leveraging WRITER's platform, APIs, and Knowledge Graph capabilities to solve complex business challenges

- Translate intricate technical concepts and platform capabilities into clear, prescriptive solution recommendations, guiding customers through the generative AI landscape

- Collaborate relentlessly with internal Product and Engineering teams, providing crucial customer feedback that directly influences our product roadmap and drives continuous innovation

- Drive down customer time-to-value by developing scalable processes, robust documentation, and efficient workflows for technical integrations

- Champion the successful adoption and expansion of WRITER's AI solutions within customer accounts, ensuring maximum impact and return on investment

⭐️ WHAT YOU NEED

- Over 5 years of hands-on experience in technical SaaS roles, with at least 3 years specifically in solutions architecture, technical consulting, or technical account management

- Deep technical fluency in Python and extensive experience leveraging APIs, especially in designing sophisticated prompts and understanding linguistic principles for AI applications

- Proven track record of architecting and delivering complex technical solutions for Fortune 500 enterprises in a fast-paced, high-growth B2B SaaS environment

- Exceptional communication and executive presence, capable of simplifying complex AI concepts for diverse audiences, from technical teams to C-suite leadership

- A true builder's mindset with a passion for emerging technologies, always eager to experiment, learn, and iterate in the rapidly evolving world of generative AI

- A relentless drive to Connect with customers and internal teams, Challenge the status status quo with innovative solutions, and Own the successful outcomes for our most strategic accounts

🍩 Benefits & perks (UK full-time employees):

- Generous PTO, plus company holidays

- Comprehensive medical and dental insurance

- Paid parental leave for all parents (16 weeks)

- Fertility and family planning support

- Early-detection cancer testing through Galleri https://www.galleri.com/partner/writer

- Competitive pension scheme and company contribution

- Annual work-life stipends for:

- Wellness stipend for gym, massage/chiropractor, personal training, etc.

- Learning and development stipend

- Company-wide off-sites and team off-sites

- Competitive compensation and company stock options",medium match
Writer,AI engineer (UK),"London, UK",https://jobs.ashbyhq.com/writer/3abccd89-0f59-4009-93ea-7c85b533caf0,ashby-api,2026-09-22,2026-09-23,"🚀 About WRITER

WRITER is where the world's leading enterprises orchestrate AI-powered work. Our vision is to expand human capacity through superintelligence. And we're proving it's possible – through powerful, trustworthy AI that unites IT and business teams together to unlock enterprise-wide transformation. With WRITER's end-to-end platform, hundreds of companies like Mars, Marriott, Uber, and Vanguard are building and deploying AI agents that are grounded in their company's data and fueled by WRITER's enterprise-grade LLMs. Valued at $1.9B and backed by industry-leading investors including Premji Invest, Radical Ventures, and ICONIQ Growth, WRITER is rapidly cementing its position as the leader in enterprise generative AI.

Founded in 2020 with office hubs in San Francisco, New York City, Seattle, Austin, Chicago, and London, our team thinks big and moves fast, and we're looking for smart, hardworking builders and scalers to join us on our journey to create a better future of work with AI.

📐 About the role

As an AI engineer at WRITER, you'll be at the forefront of shaping how enterprises harness superintelligence. This isn't just about theory; you'll be building tangible AI solutions that power the future of work for hundreds of the world's leading companies. Your work will directly impact the performance, scalability, and ethical alignment of our cutting-edge LLMs and AI agents, enabling businesses to unlock unprecedented levels of productivity and innovation with AI that is truly grounded in their data.

This role can be hybrid in our London hub. You'll report to the head of AI engineering.

🦸🏻‍♀️ What you'll do

- Architect, develop, and deploy high-performance, scalable AI applications into production environments, ensuring robust integrations with our end-to-end platform.

- Drive the development of intelligent agents and AI-powered features, translating complex research into practical, impactful solutions for our customers.

- Collaborate closely with research scientists, data scientists, and product managers to define technical requirements and deliver features that address critical business needs.

- Contribute to the research and evaluation of emerging AI technologies, frameworks, and tools to maintain WRITER's leadership in the enterprise generative AI space.

- Champion responsible AI practices, including bias detection, explainability, and safety alignment, making sure our AI is trustworthy and ethical.

⭐️ What you need

- 5+ years of professional experience building and deploying machine learning or AI systems in a production environment.

- Proficiency in Python and experience with relevant AI/ML frameworks such as PyTorch, TensorFlow, or JAX.

- A strong foundation in machine learning principles, deep learning architectures, and natural language processing, particularly with large language models.

- Experience with cloud platforms (e.g., AWS, GCP, Azure) and MLOps tools for managing the AI lifecycle.

- Demonstrated ability to write clean, efficient, and well-tested code for scalable software systems.

- Exceptional problem-solving skills and a passion for tackling complex technical challenges with creative AI solutions.

- You Connect by collaborating seamlessly across diverse teams, Challenge the status quo to innovate, and Own your projects with a commitment to impact and excellence.

🍩 Benefits & perks (UK full-time employees):

- Generous PTO, plus company holidays

- Comprehensive medical and dental insurance

- Paid parental leave for all parents (16 weeks)

- Fertility and family planning support

- Early-detection cancer testing through Galleri https://www.galleri.com/partner/writer

- Competitive pension scheme and company contribution

- Annual work-life stipends for:

- Wellness stipend for gym, massage/chiropractor, personal training, etc.

- Learning and development stipend

- Company-wide off-sites and team off-sites

- Competitive compensation and company stock options",medium match
Writer,"Software engineer, agents (UK)","London, UK",https://jobs.ashbyhq.com/writer/b4545b48-9648-44c4-b2f0-96f027e9a4ba,ashby-api,2026-09-22,2026-09-23,"🚀 About WRITER

WRITER is where the world's leading enterprises orchestrate AI-powered work. Our vision is to expand human capacity through superintelligence. And we're proving it's possible – through powerful, trustworthy AI that unites IT and business teams together to unlock enterprise-wide transformation. With WRITER's end-to-end platform, hundreds of companies like Mars, Marriott, Uber, and Vanguard are building and deploying AI agents that are grounded in their company's data and fueled by WRITER's enterprise-grade LLMs. Valued at $1.9B and backed by industry-leading investors including Premji Invest, Radical Ventures, and ICONIQ Growth, WRITER is rapidly cementing its position as the leader in enterprise generative AI.

Founded in 2020 with office hubs in San Francisco, New York City, Seattle, Austin, Chicago, and London, our team thinks big and moves fast, and we're looking for smart, hardworking builders and scalers to join us on our journey to create a better future of work with AI.

📐 About the role
We’re seeking a highly skilled fullstack software engineer to join our engineering team building advanced AI-driven agent systems that execute autonomous workflows, orchestrate multi-step tasks, and extend human capacity across enterprise applications. In this role, you’ll play a key part in designing, building, and scaling next-generation AI agents that integrate with enterprise data and services to solve real-world problems. You will collaborate with cross-functional teams to turn complex agent concepts into production-ready systems.

🦸🏻‍♀️ What you'll do

- Design, implement, and maintain scalable, secure agent-driven services and systems that autonomously accomplish tasks using modern AI frameworks.

- Develop and enhance robust infrastructure and high-throughput APIs, focusing on core agent capabilities such as memory, communication channels, skills, intelligent decision logic, security and workflow management.

- Integrate agent capabilities with backend services, data stores, vector databases, search/retrieval systems, and external APIs.

- Collaborate with product managers, AI researchers, data engineers, and UX teams to translate high-level agent use cases into robust, production-ready software.

- Ensure reliability, monitoring, and observability for all agent components (metrics, logging, CI/CD, fault tolerance).

- Contribute to architectural design decisions and participate in rigorous code reviews to uphold quality and maintainability.

⭐️ What you need

- 3+ years of professional software engineering experience with strong proficiency (3+ years) in Python in production environments

- Proficiency in native agentic coding, demonstrated through the daily use of tools like Cursor, Claude Code, and other agentic coding platforms.

- Demonstrated experience building distributed systems, microservices, or complex backend APIs that support AI/agent workflows.

- Solid expertise with systems that integrate AI models, agent frameworks (e.g., LangGraph, Agent Harness or platform-specific tooling), vector databases, and large context reasoning services.

- Understanding of agent orchestration patterns, state management, and asynchronous workflows.

- Experience with cloud platforms (e.g., AWS, GCP, Azure), containerization (Docker, Kubernetes), and operational engineering best practices.

- Good grasp of performance optimization, testing frameworks, and CI/CD pipelines.

- Excellent communication and collaboration skills, with a “connect + challenge + own” mindset.

- Past work on AI agents that coordinate multi-step actions, reasoning, or autonomous decision-making loops.

- Contributions to open-source agent toolkits or SDKs.

- Experience with frontend technologies (React, TypeScript) for tooling around agent management interfaces.

🍩 Benefits & perks (UK full-time employees):

- Generous PTO, plus company holidays

- Comprehensive medical and dental insurance

- Paid parental leave for all parents (16 weeks)

- Fertility and family planning support

- Early-detection cancer testing through Galleri https://www.galleri.com/partner/writer

- Competitive pension scheme and company contribution

- Annual work-life stipends for:

- Wellness stipend for gym, massage/chiropractor, personal training, etc.

- Learning and development stipend

- Company-wide off-sites and team off-sites

- Competitive compensation and company stock options",top match
Writer,"Software engineer, generative AI (UK)","London, UK",https://jobs.ashbyhq.com/writer/6dc00567-153d-4b42-821c-412569c2c04e,ashby-api,2026-09-22,2026-09-23,"🚀 About WRITER

WRITER is where the world's leading enterprises orchestrate AI-powered work. Our vision is to expand human capacity through superintelligence. And we're proving it's possible – through powerful, trustworthy AI that unites IT and business teams together to unlock enterprise-wide transformation. With WRITER's end-to-end platform, hundreds of companies like Mars, Marriott, Uber, and Vanguard are building and deploying AI agents that are grounded in their company's data and fueled by WRITER's enterprise-grade LLMs. Valued at $1.9B and backed by industry-leading investors including Premji Invest, Radical Ventures, and ICONIQ Growth, WRITER is rapidly cementing its position as the leader in enterprise generative AI.

Founded in 2020 with office hubs in San Francisco, New York City, Seattle, Austin, Chicago, and London, our team thinks big and moves fast, and we're looking for smart, hardworking builders and scalers to join us on our journey to create a better future of work with AI.

📐 About the role

Imagine stepping into a role where your code directly empowers the world's largest enterprises to safely adopt superintelligence. As a software engineer, generative ai at WRITER, you'll be at the forefront of expanding human capacity by building the secure, scalable foundation that allows our generative AI solutions to thrive in complex corporate environments. The impact of this work is massive – for example, in the consumer packaged goods industry alone, our AI adoption is driving 69% revenue increases and 72% cost reductions.

This role is designed for a well-rounded engineering generalist who leans heavily into generative AI while bringing a whole-systems mindset to architectural design. If you thrive on proactivity without red tape and love owning projects from proposal to deployment, you'll shape the future of AI and contribute to a product that’s changing how the world works. This is a hybrid role based out of our San Francisco, New York City, or London hubs. You'll report to an engineering director or a senior engineering manager.

* We are open to hiring for this role at multiple levels, from senior to staff software engineer, with compensation ranges scaled to match your experience and expertise.

🦸🏻‍♀️ What you'll do

- Design and develop robust, secure, and scalable generative AI services and applications using Python and modern frameworks to drive enterprise-wide transformation

- Build and optimize high-performance, low-latency APIs and microservices to integrate advanced AI models and sophisticated agentic workflows into our core platform

- Act as a whole-systems thinker by making meaningful system design decisions and owning the architecture of core platform components from initial proposal through production deployment

- Implement and maintain responsive user interfaces using technologies like React and TypeScript to deliver intuitive user experiences and bridge the gap between backend services and frontend enablement

- Drive proactivity without red tape by clearly communicating changes, plans, and proposals to cross-functional teams and collaborating closely with product managers, data scientists, and DevOps engineers

- Partner with DevOps teams to build continuous deployment, logging, and monitoring systems that ensure top-tier performance, security, and reliability across distributed workloads

⭐️ What you need

- 3-5+ years of hands-on experience as a software engineer with a strong emphasis on Python development in production environments

- Proven expertise in building and deploying generative AI applications, leveraging LLMs, vector databases like Pinecone, Weaviate, or pgvector, and modern open-source agentic frameworks

- Practical experience with microservices architecture, RESTful APIs, cloud platforms such as AWS, GCP, or Azure, and containerization with Docker and Kubernetes

- Solid grasp of modern web technologies including FastAPI, Asyncio, database systems like PostgreSQL, and hands-on experience leveraging AI developer tooling like Claude, Cursor, or GitHub Copilot to accelerate your engineering workflows

- Exposure to enterprise architecture including practical experience implementing IAM, SSO, SAML, OAuth, OIDC, RBAC, robust security best practices, or building services for enterprise administration and billing systems

- A Connect mindset that thrives in collaborative settings where you actively engage with cross-functional teams and mentor other engineers, a Challenge spirit that drives you to tackle complex technical hurdles and proactively suggest innovative improvements, and an Own attitude where you take full accountability for delivering high-quality, resilient, and scalable code from conception to production

🍩 Benefits & perks (UK full-time employees):

- Generous PTO, plus company holidays

- Comprehensive medical and dental insurance

- Paid parental leave for all parents (16 weeks)

- Fertility and family planning support

- Early-detection cancer testing through Galleri https://www.galleri.com/partner/writer

- Competitive pension scheme and company contribution

- Annual work-life stipends for:

- Wellness stipend for gym, massage/chiropractor, personal training, etc.

- Learning and development stipend

- Company-wide off-sites and team off-sites

- Competitive compensation and company stock options",top match
C4S Search Ltd,Computer Vision Engineer,North London,https://www.reed.co.uk/jobs/computer-vision-engineer/57370179,reed-api,2026-09-21,2026-09-23,"JOB TITLE Senior AI Engineer – Machine Learning (Computer Vision)
LOCATION North London – hybrid
SALARY £650 per day outside IR35
LENGTH 6 months
ABOUT THE BUSINESS
Our client is a leading digital commerce organisation undergoing a significant technology transformation.
This is an exciting opportunity to join a business at the forefront of AI adoption, helping to build scalable solutions that enhance customer experiences, improve operational efficiency, and drive future growth.
THE SENIOR AI ENGINEER – MACHINE LEARNING (COMPUTER VISION) OPPORTUNITY

- Design, develop and deploy AI-powered solutions using deep learning, computer vision, large language models (LLMs), and generative AI technologies.
- Build and maintain scalable data pipelines, ensuring high standards of data quality, governance, and reliability.
- Develop multimodal AI models that combine visual, textual, and customer data to deliver enhanced automation and personalisation capabilities.
- Apply MLOps best practices across the AI lifecycle, including CI/CD, monitoring, model deployment, testing, and performance optimisation.
- Collaborate with product, engineering, and cloud teams to create secure, scalable, and responsible AI solutions while supporting ongoing innovation.
YOUR KEY SKILLS

- Strong commercial experience with Python and machine learning frameworks such as PyTorch, TensorFlow, and Hugging Face.
- Proven expertise developing and deploying computer vision and deep learning solutions in production environments.
- Experience fine-tuning and optimising pre-trained models for specific business applications.
- Hands-on knowledge of Generative AI, Large Language Models (LLMs), Prompt Engineering, Retrieval Augmented Generation (RAG), and model fine-tuning techniques.
- Understanding of modern software engineering practices including Git, CI/CD, Containerisation, and MLOps methodologies.
- Experience delivering end-to-end machine learning projects from concept through to production deployment.
- Strong understanding of AI evaluation frameworks, model testing, benchmarking, and performance measurement.
- Knowledge of responsible and ethical AI principles, including bias detection and risk mitigation.
- Excellent stakeholder management and communication skills, with the ability to work across multidisciplinary teams.
- Self-motivated individual with a passion for learning, innovation, and continuous improvement.
APPLY NOW
If you're an experienced AI Engineer looking to work on cutting-edge computer vision and generative AI projects at scale, we'd love to hear from you. Apply today or contact the team for a confidential discussion about this opportunity.
C4S Search specialise in connecting exceptional technology talent with innovative organisations across the UK. We partner with businesses that are transforming their industries through technology, helping professionals take the next step in their careers.",medium match
Capital One UK,Staff Software Engineer - Machine Learning,"London, UK",https://www.adzuna.co.uk/jobs/land/ad/5892308786?se=orM9jGe38RGEFfcsPVkEmw&utm_medium=api&utm_source=dc96cb17&v=1D5D83C9828E88E6BF514257DEDF04C9879A5F3A,adzuna-api,2026-09-21,2026-09-23,"White Collar Factory (95009), United Kingdom, London, London Staff Software Engineer - Machine Learning About this role We’re on a mission to transform the way we use data and AI to service our customers and drive efficiency across the business. Do you love shaping the technical landscape and driving innovation across the organisation? Are you passionate about solving complex ML and AI challenges and supporting multiple teams toward a shared technical vision? At Capital One, you'll be part of a…",medium match
Damia Group Ltd,AI Engineer,UK,https://www.adzuna.co.uk/jobs/land/ad/5892958458?se=mO-Kime38RGEFfcsPVkEmw&utm_medium=api&utm_source=dc96cb17&v=ABB0486359447EA59B1DB248F8CAB29F1E38093F,adzuna-api,2026-09-21,2026-09-23,"AI Engineer - 3 months - Circa £450 per day inside ir35 - Remote Please note: Due to the nature of the project, successful applicants will be required to be SC cleared prior to appointment Lead the practical design, prototyping and evaluation of OpenAI-powered solutions to augment Cyber Security Operations Centre (SOC) activities. The role will work alongside the AI Solution Architect and Business Analyst to translate discovery findings into working proof-of-concepts, validate technical feasibi…",medium match
DeepMind,"Research Engineer, Responsible Frontier AI Research, DeepMind","London, UK",https://www.google.com/about/careers/applications/jobs/results/116637011183313606-research-engineer-responsible-frontier-ai-research-deepmind,google-api,2026-09-21,2026-09-23,"Minimum qualifications: Bachelor's degree in Computer Science, Machine Learning, Mathematics, or a related technical field, or equivalent practical experience. 3 years of experience in Python programming. 3 years of experience with ML frameworks such as JAX, PyTorch, or TensorFlow. Preferred qualifications: Master's degree or PhD in Computer Science, Engineering, or a related field with a focus on machine learning. Experience in Python and C++ for high-performance ML library development. Experience with harmful manipulation detection, persuasion modeling, deceptive behavior analysis, or AI safety evaluation and mitigation. Experience working directly on AI safety, or responsible AI research. Experience building evaluation frameworks, benchmarks, or automated testing pipelines for ML models. Bachelor's degree in Computer Science, Machine Learning, Mathematics, or a related technical field, or equivalent practical experience. 3 years of experience in Python programming. 3 years of experience with ML frameworks such as JAX, PyTorch, or TensorFlow. Be able to rapidly prototype and deliver scalable engineering solutions across the Responsibility research portfolio. Architect and optimize training and inference pipelines to detect and evaluate harmful manipulation behaviors in frontier language models. Develop post-training strategies to mitigate manipulation risks including deceptive persuasion, sycophancy, and covert influence tactics. Collaborate with research scientists to translate safety research into robust implementations and present results to cross-functional stakeholders. Build and maintain evaluation infrastructure to systematically track model safety performance across releases. We are looking for a highly adaptable Research Engineer to join our Responsibility team. In this role, you will design and scale evaluation frameworks that assess the propensity of frontier language models to engage in harmful manipulation, develop evaluation and mitigation techniques for manipulative model behaviors, and build infrastructure to systematically track model performance across releases. You will work closely with Research Scientists, safety policy teams, and product stakeholders to ensure that evaluation results translate into concrete safety improvements. You will be joining a specialized Applied Research and Responsibility team within Google while closely partnering with teams across Deepmind, Research, Product, and Policy to identify and address key challenges in responsible AI. Our work remains deeply integrated with DeepMind.",medium match
Harnham - Data & Analytics Recruitment,Data Science Engineer,London,https://www.reed.co.uk/jobs/data-science-engineer/57375464,reed-api,2026-09-21,2026-09-23,"Data Science Engineer
Up to £90,000+ Benefits
London (Hybrid)
This is a great opportunity to join a newly established R&D function within a global organisation, where you can take ownership of building the foundational data capabilities that power AI products, advanced analytics, and business decision-making.
THE COMPANY: This law firm is investing in a new R&D capability focused on developing data-driven and AI-enabled products that transform legal services and deliver commercial value across the wider business. You'll join a collaborative, multidisciplinary team working across discovery, prototyping, engineering, productionisation and continuous improvement, helping shape the future of data and AI within a globally recognised organisation.
THE ROLE: You will take ownership of designing and delivering scalable data products, pipelines and analytical solutions that support AI initiatives, business intelligence and client-focused innovation.
Key responsibilities include:

- Building reliable data pipelines and reusable data assets using Microsoft Fabric and Databricks.
- Designing scalable lakehouse data models and governed datasets.
- Conducting exploratory data analysis and developing machine learning models.
- Applying NLP, entity resolution and information extraction techniques to document-heavy datasets.
- Deploying analytical solutions into production through APIs, pipelines and data products.
- Implementing data quality, monitoring, lineage and governance frameworks.
- Working closely with stakeholders to translate business challenges into analytical solutions.
YOUR SKILLS AND EXPERIENCE: You will bring strong capability in:

- Python and SQL skills, with strong PySpark experience
- Hands-on expertise with Microsoft Fabric and Databricks.
- Experience building production-grade data pipelines, reusable data assets and machine learning solutions.
- Experience communicating technical concepts and business impact to non-technical stakeholders.
- Experience with Git, testing frameworks, APIs and CI/CD practices.
THE BENEFITS: You will receive a salary of up to £90,000 depending on experience.
HOW TO APPLY: Please register your interest by sending your CV to Molly Bird via the apply link on this page.",medium match
Park Lane Recruitment,Forward Deployed Engineer - New York City,UK,https://www.adzuna.co.uk/jobs/details/5893009961?utm_medium=api&utm_source=dc96cb17,adzuna-api,2026-09-21,2026-09-23,"Forward Deployed Engineer - NYC Competitive base, uncapped upside tied to what you ship. Working for our client, strategists scope and prioritize the bets. Forward Deployed Engineers make them real. You are the engineer who walks into a client codebase and ships the AI workflow that changes how thousands of people do their job. You work close to the problem and close to the client. Architecture decisions are yours. The code is yours. The credit and the consequences are yours. You partner with S…",top match
Solirius Reply,AI Engineer,"London, UK",https://www.adzuna.co.uk/jobs/details/5893010800?utm_medium=api&utm_source=dc96cb17,adzuna-api,2026-09-21,2026-09-23,"About Us:
Solirius Reply, part of the Reply Group, is a technology consultancy and digital transformation partner that helps organisations solve complex challenges through strategy, design, engineering, and delivery.
We work closely with our clients to deliver secure, accessible, user-focused services that evolve with their needs. By combining deep technical expertise with people-centred design, we create solutions that deliver meaningful, lasting impact.
Our consultants partner directly with client teams, embedding into organisations to understand their goals, challenges, and users. This collaborative approach enables us to deliver tailored solutions that drive measurable outcomes across public and private sectors.
Past and present clients include the Ministry of Justice, Department for Education, Ministry of Housing, Communities and Local Government, UEFA, International Olympic Committee, and Mercedes-Benz. Our services span the full digital delivery lifecycle, including architecture, engineering, delivery management, user-centred design, business analysis, data, DevOps, and AI.
We operate as a collaborative and inclusive organisation that empowers our people to take ownership, innovate, and develop their expertise. As an equal opportunities employer, we are committed to encouraging equality, diversity, and social mobility, while creating opportunities for our teams to work on meaningful projects that deliver lasting impact.

About you:
You are a motivated and adaptable professional with a strong analytical mindset and a passion for using technology to solve real-world problems. You enjoy working in collaborative, agile teams and take pride in delivering high-quality solutions that make a tangible impact. With strong communication skills and a consultative approach, you’re comfortable engaging with clients, understanding their needs, and translating them into effective outcomes. You understand and align with Solirius Reply Values.

The Role:
We are looking for an experienced AI Engineer to join our team here at Solirius. You will join a multidisciplinary practice comprising Data Scientists, Data Engineers, and Software Engineers, developing and delivering exciting projects with a fantastic team of technology experts.
Your primary focus will be designing, architecting, and deploying robust AI solutions and pipelines that enable advanced analysis and Generative AI capabilities, often in highly regulated environments. Either drawing on existing expertise, or with some development, you will be capable of advancing further to design complex, multi-agentic systems that solve real-world problems.
Additionally, you will act as a technical champion for modern development practices, utilising and coaching others on AI-assisted and agentic coding techniques to elevate our, and our clients’, engineering velocity.
Requirements
Key Responsibilities:

- Core AI Solution Design: Design, build, and maintain scalable AI architectures and pipelines that support business requirements, ranging from predictive modelling to Generative AI applications.
- LLM Integration: Operationalise Large Language Models (e.g., GPT, Llama, Mistral) and NLP workflows (BERT, topic modelling) for production environments.
- Agentic & Multi-Agent Systems: Design and orchestrate autonomous agentic workflows (using frameworks like LangChain, AutoGen, or CrewAI) that can reason, plan, and execute tasks across multiple tools.
- Production Engineering: Work collaboratively with Data Engineers to ensure model deployments are supported by robust data storage, vector databases, and cloud infrastructure.
- AI-Assisted Development (AICA): Act as a practitioner and mentor for AI-assisted coding. You will champion the use of tools (e.g., Claude Code, Cursor, Copilot) and help upskill internal teams and clients on agentic coding workflows.
- Advisory & Strategy: Provide technical consulting on AI product development, helping clients understand the distinction between standard ML and agentic AI.
- Continuous Learning: Stay updated with the latest trends in the AI engineering field, such as the modern AI stack, synthetic data generation, and Explainable AI.

Key Skills/Experience:

- Engineering Foundations: Strong proficiency in Python and robust software engineering principles, with experience operating as part of engineering teams.
- Generative AI & RAG: Proven experience working with LLMs and designing Retrieval-Augmented Generation (RAG) architectures, including knowledge of semantic search and vector retrieval.
- AICA Proficiency: Experience using AI-assisted and agentic coding tools to accelerate development, with the ability to articulate and teach these methods to others.
- Consulting Aptitude: Passionate, motivated, and enthusiastic about developing technology solutions with the ability to explain complex AI concepts to non-technical stakeholders.

Bonus Skills/Experience:

- Agentic Systems: Experience designing and orchestrating autonomous agentic workflows (e.g., LangGraph) and managing agent state/memory.
- Cloud: Experience working with cloud infrastructure (Azure, AWS, or GCP).
- Agile Delivery: Experience working in an Agile development environment.
- Data Engineering: Proficiency in SQL and relational databases (e.g., PostgreSQL, DuckDB). Experience with the modern data stack, building data ingestion pipelines and working with ETL and orchestration tools (e.g., Airflow, Luigi, Argo, dbt), big data technologies (Spark, Kafka, Parquet), and web frameworks for model serving (e.g. Flask or FastAPI).
- Data Science: Familiarity or experience with classical NLP techniques (BERT, topic modelling, summarisation), statistical analysis, and knowledge graphs.
- Deep Learning: Familiarity or experience with Deep Learning (TensorFlow, PyTorch).
Benefits
What We Offer:

- Competitive Salary
- Bonus Scheme
- Private Healthcare Insurance
- 25 Days Annual Leave + Bank Holidays
- Up to 10 days allocated for development training per year
- Enhanced Parental Leave
- Paid Fertility Leave (5 Days)
- Contributory Pension
- EAP with Help@Hand
- Gym Membership Benefits
- Flexible Benefits Allowance
- Cycle to Work and Electric Vehicle schemes
- Flexible Working
- Annual Away Days/Company Socials

Diversity and Inclusion
As an equal opportunities employer, we are committed to creating a work environment that supports, celebrates, encourages and respects all individuals, where all processes are based on merit, competence and business needs.
Encouraging high social mobility is really important to us. We foster an inclusive culture by welcoming different perspectives, enabling equitable opportunities and promoting open dialogue. This commitment is reflected in initiatives such as our gender diversity group and our focus on mental health and wellbeing. Whatever stage you are at, you will find an environment where you can thrive.
Should you require further assistance or require any reasonable adjustments to be put in place to better support your application process, please do not hesitate to raise this with us.
As a Disability Confident employer, we are committed to ensuring our recruitment process is accessible and inclusive, enabling all candidates to demonstrate their skills, experience and potential.",top match
