Company,Title,Location,URL,Source,Posted,First seen,Description
Matillion,Staff Forward Deployed Engineer,"Manchester, Greater Manchester",https://www.adzuna.co.uk/jobs/details/5829335285?utm_medium=api&utm_source=dc96cb17,adzuna-api,2026-08-05,2026-09-23,"Are you ready to shape the future of data? Matillion is the company behind Maia , the AI Data Automation platform. In the AI economy, demand for data is exploding. Manual data engineering can’t keep up. Maia fixes that by combining 15 years of data expertise with agentic AI to eliminate the manual work that slows data teams down. Organisations like Cisco, DocuSign, and Slack are already using it to deliver real business impact, faster. We started in Manchester and now we’re global - with teams …"
PlayStation,Staff Machine Learning Engineer,"London, UK",https://www.adzuna.co.uk/jobs/details/5829341270?utm_medium=api&utm_source=dc96cb17,adzuna-api,2026-08-05,2026-09-23,"Why Sony Interactive Entertainment? Sony Interactive Entertainment isn’t just the Best Place to Play — it’s also the Best Place to Work. Sony Interactive Entertainment (SIE) is the company behind the PlayStation brand. As a subsidiary of Sony Group Corporation, we’re part of a proud legacy of innovation and excellence. SIE is a dynamic technology company, delivering cutting-edge hardware and network services to more than 100 million people and an entertainment leader, home to some of the most b…"
167 Solutions Ltd,Forward Deployed Engineer AI,"Bristol, South West England",https://www.adzuna.co.uk/jobs/details/5827093029?utm_medium=api&utm_source=dc96cb17,adzuna-api,2026-08-04,2026-09-23,"Full job description Job Title: Forward Deployed Engineer's Company: 167 Solutions Location: Bristol, London, Manchester Salary: £60,000 - £120,000 per annum (DOE) Contract Type: Permanent Experience Level: Minimum 3 years' commercial experience Start Date: ASAP 167Solutions are looking for a highly technical, customer-focused Forward Deployment Engineer to bridge the gap between cutting-edge AI technology and real-world business challenges. You'll work directly with customers to rapidly protot…"
Zaizi,Senior Machine Learning Engineer,"London, UK",https://www.adzuna.co.uk/jobs/details/5827915840?utm_medium=api&utm_source=dc96cb17,adzuna-api,2026-08-04,2026-09-23,"We are seeking a Senior Machine Learning Engineer to lead the design, quantization, and deployment of edge-native AI models and knowledge analytics engines. In this role, you will transition state-of-the-art Small Language Models (SLMs) and knowledge graph pipelines into air-gapped, degraded, and bandwidth-constrained tactical hardware.

You will ensure all deployed AI capabilities comply with UK Defence standards for Dependable AI (JSP 936) , delivering deterministic, explainable, and human-in-the-loop decision-support tools for intelligence and operational users.
Requirements

- Edge Model Optimization & Deployment: Quantize, fine-tune, and optimize open-source SLMs (e.g., Gemma 3, Llama 3) and vision-language models for execution on low-power edge runtimes (LiteRT / TensorFlow Lite, ONNX Runtime, ExecuTorch).
- Knowledge Analytics & Graph Processing: Design, implement, and maintain lightweight on-device graph databases and relationship extraction pipelines (Python, Rust, or C++) to process structured and unstructured sensor data.
- JSP 936 & AI Governance: Implement bounding guardrails, prompt evaluation, and anti-hallucination controls to ensure 100% compliance with MoD AI ethics, safety, and non-kinetic governance standards.
- Data & MLOps Pipelines: Build reproducible model training, evaluation, and containerised deployment pipelines capable of operating in air-gapped or low-bandwidth environments.
- Technical Client Advisory: Translate complex ML/AI concepts into clear technical recommendations for MoD stakeholders, DSTL assessors, and Prime contractors.
Required Qualifications & Experience

- Defence & AI Governance

- Active UK SC Clearance (minimum).
- Strong understanding of AI safety, non-repudiation, and human-in-the-loop operational constraints ( JSP 936 V1.1 / Dependable AI ).

- ML & Edge Inference Mastery

- 3+ years of production experience deploying ML models to edge runtime environments (LiteRT/TFLite, ONNX, C++ bindings).
- Experience in model quantization techniques (INT8, INT4, AWQ) and execution acceleration across NPU/GPU hardware.
- Proficiency in Python and PyTorch/HuggingFace ecosystems.

- Data Structures & Knowledge Processing

- Solid foundation in natural language processing (NLP), semantic summarisation, and graph-based data structures (Graph DBs, vector embeddings, network analysis).
- Understanding of data serialization formats (Protobuf, JSON, XML) and streaming analytics.
Desirable / Bonus Qualifications

- Experience integrating ML runtimes into Android ART (via Chaquopy, JNI, or native C++ libraries).
- Background in processing military sensor feeds, signals intelligence (SIGRF), or Cursor-on-Target (CoT) data.
- Publications or prior project delivery with DSTL, DAIC, or Defence Innovation programs.
Benefits
Studies show that women and black, Asian and minority ethics people are less likely to apply for a job unless they meet every qualification. So if you’re excited about this role but your experience doesn’t align perfectly with the job description, we’d love you to still apply. You might just be the perfect person for this role, or another role here at Zaizi.

We actively welcome applications from people of colour, the LGBTQ+ community, individuals with disabilities, neurodivergent individuals, parents, carers, and those from lower socio-economic backgrounds.
If you need any accommodations to support your specific situation, please feel free to let us know. For candidates who are neurodiverse or have disabilities, we are happy to make any adjustments needed throughout the interview process—just ask!

SC Clearance:

Zaizi works with UK Central Government departments on a range of projects. To be able to work on our customer projects, employees must be Security Cleared to a standard acceptable to our Government customers. Due to this restriction we can currently only recruit candidates who have the right to work in the UK without sponsorship and who have lived in the UK for the last 5+ years continuously.

Benefits Compensation

- Competitive Pay: Salaries reviewed annually to ensure they reflect your performance and market value.
- Loyalty Pension: We invest in your future. Starting at a 5% employer contribution, we increase this by 0.5% every year after your third anniversary, up to a maximum of 8% .
- Protection: Comprehensive Group Life Assurance for peace of mind.
Purpose & Culture

- Real Impact: Work on mission-critical projects that secure and improve the UK's digital infrastructure.
- Autonomy: A culture that empowers you to make decisions, prototype rapidly, and iterate towards success.
- Service & Community: We support those who serve. 10 paid days for Reservist Military Service.
Work / Life Balance

- Time Off: 25 days annual leave + Bank Holidays, with the flexibility to Buy/Sell additional days to suit your lifestyle.
- Giving back: 2 paid volunteering days per year.
Development & Growth

- Master Your Craft: Fully funded professional certifications (AWS, GCP, Agile, etc.) supported by 5 days paid study leave .
- Expand Your Horizons: An additional £500 annual ""Personal Choice"" fund to learn whatever inspires you—work-related or not.
- Support: Access to 1-2-1 professional coaching and team training to accelerate your career.
Health & Balance

- Premium Health: Vitality Private Medical Insurance (includes Apple Watch, gym discounts, and rewards).
- Flexibility: Genuine hybrid working with a WFH equipment allowance to perfect your home setup.

- Wellbeing: Cycle to Work scheme and a commitment to sustainable, healthy working practices."
Sony Interactive Entertainment (PlayStation),Staff Machine Learning Engineer,"United Kingdom, London",https://job-boards.greenhouse.io/sonyinteractiveentertainmentglobal/jobs/6124257004,greenhouse-api,2026-08-03,2026-09-23,"Why Sony Interactive Entertainment? Sony Interactive Entertainment isn’t just the Best Place to Play — it’s also the Best Place to Work. Sony Interactive Entertainment (SIE) is the company behind the PlayStation brand. As a subsidiary of Sony Group Corporation, we’re part of a proud legacy of innovation and excellence. SIE is a dynamic technology company, delivering cutting-edge hardware and network services to more than 100 million people and an entertainment leader, home to some of the most beloved and recognizable intellectual properties (IP) in the world. Our role at SIE is to create and nurture the experiences under the PlayStation brand, a name synonymous with entertainment excellence and creativity. Role Description: We are looking for an independent, dedicated Staff Machine Learning Engineer to join the Visual Computing Group (VCG) and contribute to redefining the world of game play and live streaming via advanced R&D. VCG’s mission is to design and deploy advanced neural networks and machine learning (ML) for game rendering and streaming systems of SIE that exceed the state-of-the-art in runtime efficiency, visual quality and latency. What you’ll be doing: Develop and improve core generative models for graphics and video processing for a variety of applications, such as live video streaming, game rendering, etc. Research and prototyping of new methods for graphics or video enhancement, and data generation pipelines from generative models Collaborate with team members on drafting publications and patent submissions Participate and assist the team in core R&D work with other teams within Sony Interactive Entertainment What we’re looking for: PhD or MSc in Computer Science, Electronic Engineering, Artificial Intelligence, Machine Learning, Computer Graphics or a related field, or equivalent skills evidenced by work experience in the specific domain of the post 7+ years of experience in demonstrable research experience in industry or academia Strong background in: TensorFlow or PyTorch; Python and packages/libraries related to computer vision or graphics; evidenced by the development of advanced applications in image/video/graphics processing or computer vision (minimum 7 years), Evidence of leading technical developments by several publications in top-tier conferences like CVPR, ECCV, ICCV, SIGGRAPH or similar Solid background in one or more of the following: (i) neural network architectures, evidenced (for example) by knowledge of how to formulate and test advanced loss functions in neural network design; (ii) design and test of advanced convolutional, recurrent, transformer-based, diffusion-based or other neural network architectures in a task-specific manner; (iii) some experience in training, validation and evaluation of deep neural network models on large datasets, evidenced by experience in using Python libraries like HDF5 or similar Desired qualifications: Publications, e.g. in top-tier conferences and journals: IEEE Transactions on Image Processing, IEEE Transactions on Circuits and Systems for Video Technology, conferences like IEEE CVPR/ICCV/ECCV, NeurIPS, ICML, ICLR, or similar Some theoretical understanding of the graphics pipeline, including coordinate transformations between frames of reference, PBR materials, rasterization, lighting, and ray tracing Experience in image processing theory and methods, evidenced by the development of practical designs in this area Some experience with 3D engines such as Unreal or Unity; in particular, generation of datasets, extraction of G-buffers, motion vectors, etc. Benefits: Discretionary bonus opportunity Hybrid Working (within Flexmodes) Private Medical Insurance Dental Scheme 25 days holiday per year On Site Gym Subsidised Café Free soft drinks On site bar Access to cycle garage and showers Please note, Sony Interactive Entertainment conducts background checks at the offer stage for all new employees (which may include criminal background checks for some roles) and will need to process personal information to support these checks. Please refer to our Candidate Privacy Notice for more information about what personal information we collect, how we use it, who we share it with, and your data protection rights. Equal Opportunity Statement: Sony is an Equal Opportunity Employer. All persons will receive consideration for employment without regard to gender (including gender identity, gender expression and gender reassignment), race (including colour, nationality, ethnic or national origin), religion or belief, marital or civil partnership status, disability, age, sexual orientation, pregnancy, maternity or parental status, trade union membership or membership in any other legally protected category. We strive to create an inclusive environment, empower employees and embrace diversity. We encourage everyone to respond. Sony Interactive Entertainment is a Fair Chance employer and qualified applicants with arrest and conviction records will be considered for employment."
EXL,AI Developer & .NET developer,"London, UK",https://www.adzuna.co.uk/jobs/details/5824433775?utm_medium=api&utm_source=dc96cb17,adzuna-api,2026-08-01,2026-09-23,"Description EXL (NASDAQ: EXLS) is a global data and artificial intelligence (""AI"") company that offers services and solutions to reinvent client business models, drive better outcomes and unlock growth with speed. EXL harnesses the power of data, AI, and deep industry knowledge to transform businesses, including the world’s leading corporations in industries including insurance, healthcare, banking and financial services, media and retail, among others. EXL was founded in 1999 with the core val…"
JD.com,Machine Learning Engineer - AI,"London, UK",https://www.adzuna.co.uk/jobs/details/5824359323?utm_medium=api&utm_source=dc96cb17,adzuna-api,2026-08-01,2026-09-23,"Who We Are At JD.com, also known as JINGDONG, we are building one of the world’s most trusted technology and supply chain ecosystems. What started as a bold idea in China has evolved into a NASDAQ-listed, Fortune 44 global enterprise serving over 700 million active customers. Powered by advanced logistics, innovative technology, and a commitment to integrity, JD.com operates across retail, logistics, technology, property and more, creating solutions that make everyday life smarter, faster, and …"
Databricks,Forward Deployed Engineering - Senior Architect,"London, UK",https://www.adzuna.co.uk/jobs/details/5822566288?utm_medium=api&utm_source=dc96cb17,adzuna-api,2026-07-31,2026-09-23,"ADD REQ ID As a Forward Deployed Engineer (FDE) you will work with customers to build and productionize solutions to their data & AI challenges using the Databricks platform. You will own the architecture, lead design decisions, and implement end-to-end systems spanning data engineering, AI, and application development. We work cross-functionally to shape long-term strategic priorities and initiatives alongside engineering, product, and developer relations. FDEs deliver with customer empathy, i…"
Equinix,"Staff / Senior Staff Engineer, AI Agent Engineering","London, UK",https://www.adzuna.co.uk/jobs/details/5822581648?utm_medium=api&utm_source=dc96cb17,adzuna-api,2026-07-31,2026-09-23,"Who are we? Equinix is the world’s digital infrastructure company®, shortening the path to connectivity to enable the innovations that enrich our work, life and planet. A place where bold ideas are welcomed, human connection is valued, and everyone has the opportunity to shape their future. Help us challenge assumptions, uncover bias, and remove barriers—because progress starts with fresh ideas. You’ll find belonging, purpose, and a team that welcomes you—because when you feel valued, you’re em…"
Waystone Governance Ltd.,AI Engineer,"Holbeck, Leeds",https://www.adzuna.co.uk/jobs/details/5822581074?utm_medium=api&utm_source=dc96cb17,adzuna-api,2026-07-31,2026-09-23,"About Waystone

Waystone is a leading asset-servicing solutions provider of institutional governance, administration, risk and compliance services to financial institutions. With over 25 years’ experience and a comprehensive range of specialist services to its name, Waystone helps our clients structure, operate and grow through our expertise, innovation and digitisation, backed by the operational scale to support global expansion

Summary: Reporting to the AI & Automation Manager, the AI Engineer is responsible for embedding artificial intelligence capabilities into Waystone’s engineering, automation, and assurance ecosystems. Acting as a bridge between cutting‑edge AI technologies and existing high‑code and low‑code platforms, the role focuses on AI enablement rather than foundational model building, ensuring intelligence is thoughtfully integrated into systems and workflows. The AI Engineer designs, develops, and assures AI-enabled solutions, improves automation efficiency, elevates engineering quality, and mentors teams on responsible and effective AI adoption. The mission is to drive innovation, productivity, and intelligent automation across Waystone while upholding compliance, security, and architectural integrity. The role requires strong hands‑on engineering skills, practical understanding of agentic AI patterns, and the ability to guide teams on effective and responsible AI usage.

ESSENTIAL DUTIES AND RESPONSIBILITIES

AI Enablement and Integration:

- Hands-on contributor to the design and development of AI-enabled solutions, capable of writing both production-quality code and rapid experimental prototypes.

- Develop and implement AI‑enabled microservices, APIs, applications, and internal tools.

- Integrate AI capabilities following secure, scalable engineering best practices.

- Design, build and validate AI‑driven solutions leveraging providers such as OpenAI and Anthropic.

- Enhance low‑code/no‑code automation platforms (e.g., Power Automate, n8n, Workato) by embedding intelligent processing and applying agentic patterns where relevant.

- Implement Model Context Protocol (MCP) servers for secure AI‑to‑system connectivity.

- Lead AI‑based document parsing and intelligent data extraction initiatives.

- Contribute to educating and enabling Enterprise Capabilities areas, including Integration and Automation, by providing guidance, training, and best practices, e.g., on effective use of n8n agents.

- Engage with business stakeholders to understand requirements, constraints, and key drivers, identifying and implementing high‑value AI opportunities across Waystone.

AI Engineering:

- Prototype AI features and iterate towards production‑ready capabilities.

- Build agentic workflows using frameworks such as LangChain or Microsoft Agent Framework, with a solid understanding of agent fundamentals (tools, memory, orchestration, context control).

- Implement AI agents with tool integration, memory, context control, and guardrails.

- Develop retrieval‑augmented workflows to enhance context, reliability, and performance.

- Perform quality assurance on AI outputs by implementing robust AI observability practices, including monitoring model behaviour, detecting anomalies, and ensuring visibility into AI performance and reliability.

- Contribute to ongoing research and development, staying current with emerging AI tools, frameworks, and techniques to identify opportunities for innovation and improvement.

- Apply sound judgment to determine when not to use AI, ensuring traditional deterministic solutions are chosen when they are safer, simpler, or more cost effective.

- Ensure AI-enabled solutions consider full total cost of ownership, including token consumption, performance, observability, and ongoing maintenance, with awareness of cost‑efficiency and model‑selection trade‑

Knowledge Sharing, Mentoring and Governance:

- Mentor and support both technical and non‑technical staff (e.g. citizen developers), fostering knowledge sharing and strengthening AI fluency across Waystone.

- Act as AI subject matter expert for engineering, testing, architecture teams, as well as business functions across the wider organisation. Deliver demos, internal evangelism, and produce reference documentation.

- Nurture the wider internal community, helping uplift AI adoption and responsible, high‑value usage across the business.

- Lead the design and documentation of AI-enabled solutions, contributing to Solution In Principle (SIP) or Solution Architecture Design (SAD) documents as needed.

- Collaborate with delivery teams throughout the project lifecycles, offering guidance on AI-enabled solutions and addressing technical challenges as they arise.

- Develop internal best practices for prompt engineering, AI-processed data handling, AI-assisted coding, creation and sharing of custom agents, and responsible AI usage.

- Contribute to AI governance, ethics, compliance, and risk control activities.

- Ensure AI solutions comply with enterprise architecture principles, security policies, data governance standards, human-in-the-loop controls, and regulatory requirements.

- Monitor and mitigate AI risks, raising concerns early and recommending remedial actions.

REQUIREMENTS

To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

Knowledge, Skills and Abilities:

- Deep understanding of the distinction between Generative AI and Agentic AI, including their foundations, capabilities, and appropriate use cases.

- Strong understanding of AI, ML and LLM concepts, including prompt engineering, prompt grounding, iterative loop techniques, context windows, embeddings, RAG, agentic workflows.

- Proven ability to integrate AI capabilities both into low-code automation flows and high-code stacks, including, applications, APIs, microservices, distributed systems, and development or testing tools.

- Solid software development background with hands-on coding experience in one or more engineering ecosystem such as .NET (C#), Python, or TypeScript.

- Excellent communication skills, with the ability to translate complex AI concepts for non‑experts and to effectively influence and collaborate with stakeholders at all levels, both technical and non‑technical.

- Strong writing skills, with the ability to contribute to AI literacy and AI fluency documentation.

- Strong understanding of responsible AI principles, including governance, bias mitigation, compliance, and risk-based decision-making.

- Analytical thinking with excellent problem‑solving ability and keen attention to details.

- Ability to mentor developers and testers, and to drive innovation across engineering, QA, and architecture.

- Ability to assess AI‑enabled capabilities in third‑party SaaS platforms (e.g., Appian, Salesforce,etc) and provide guidance on responsible, effective adoption.

Experience:

- 5+ years development experience across APIs, integrations, microservices, or full‑stack development.

- Demonstrated real‑world experience supported by a portfolio of work that highlights applied skills, solution delivery, and measurable impact, including personal or open‑source AI projects where applicable.

- Solid experience integrating AI into workflows and systems across both low‑code and high‑code platforms.

- Hands‑on use of AI coding assistants (e.g., GitHub Copilot, Claude Code) and autonomous software engineering agents.

- Exposure to RAG, vector databases, embeddings, and AI retrieval systems.

- Experience working with cloud AI services and orchestrating AI agents.

- Exposure to DevOps practices, CI/CD pipelines, infrastructure-as-code, and cloud platforms such as Azure or AWS in highly regulated enterprise environments.

- Extensive experience with source control and version management systems.

Education:

- Degree in Computer Science, IT, Engineering, or a related discipline (or equivalent practical experience).

- Professional certifications in AI Fluency or specialised AI / ML technologies are advantageous, although strong self‑directed learning and practical AI experience are equally valued."
Intercom,Senior AI Deployment Consultant,"London, England",https://job-boards.greenhouse.io/intercom/jobs/8094884,greenhouse-api,2026-07-30,2026-09-23,"Fin , now part of Salesforce, is on a mission to help businesses provide perfect customer experiences. Our AI Agent Fin is the highest-performing AI Customer Agent on the market today, enabling businesses to deliver impeccable, always-on customer support across the customer journey, from service, to sales, to ecommerce. Powered by our own AI models, Fin resolves complex customer issues end-to-end across every channel, with minimal set-up and integration. Fin can also be combined with our natively integrated Intercom help desk, giving modern support teams one single system. Together with Salesforce, the #1 AI CRM, where humans with agents drive customer success, we're building the future of customer experience. Here, ambition meets action. Tech meets trust. And innovation isn't a buzzword, it's a way of life. The world of work as we know it is changing, and we're looking for Trailblazers who are passionate about bettering business and the world through AI. Ready to level up your career at the company leading workforce transformation in the agentic era? You're in the right place. Agentforce is the future of AI, and you are the future of Salesforce. What's the opportunity? It’s an exciting time at Intercom — especially within our Deployment Services team. We’re helping some of the world’s most innovative companies transform how they support their customers through AI-powered customer service. As a Senior AI Deployment Consultant , you’ll lead our largest and most complex customer deployments, combining world-class project management with hands-on technical configuration of Intercom’s platform — including our agent Fin. You’ll be the trusted advisor who ensures our customers achieve value quickly and at scale, guiding them not only to do the foundations, but set a direction on how they measure their impact with AI. You’ll partner with a dedicated team of engineers for complex technical work while managing the overall project strategy, timeline, and delivery. This is a perfect role for someone who thrives at the intersection of technology, customer success, and execution excellence. What will I be doing? Lead end-to-end deployment programs for our largest customers, ensuring successful and timely implementation to Intercom and Fin. Define project scope, success criteria, and timelines that align with each customer’s unique goals and support model. Act as the primary point of contact for customers throughout implementation, managing communication, alignment, and expectations. Partner cross-functionally with Sales, Customer Success, Engineering, and Product teams to design tailored deployment strategies and deliver measurable outcomes. Facilitate discovery sessions to understand complex customer requirements and translate them into actionable technical and project plans. Perform hands-on configuration of Intercom features — including automation, workflows, technical procedures and reporting — supported by our Forward Deployed Engineers for advanced integrations. Coordinate technical readiness activities, including integrations, data migrations, and security reviews. Track key metrics on both the customer and Intercom side such as time-to-value, automation rates, and customer satisfaction, taking proactive steps to ensure successful outcomes. Collaborate with our Product and R&D teams to surface feedback, identify improvements, and help shape future innovations. Contribute to the evolution of our Deployment Services methodology, templates, and best practices. What skills do I need? 6+ years of experience in customer-facing implementation, deployment, or professional services roles, ideally within SaaS or AI technology companies Proven success managing large, complex projects with multiple stakeholders and workstreams. Strong technical aptitude — comfortable configuring software platforms and discussing integrations, APIs, and data flows. Excellent project management skills with a structured, proactive, and detail-oriented approach. Exceptional communication and relationship-building skills, capable of influencing both executives and technical stakeholders. Experience implementing or configuring platforms like Intercom, Zendesk, Salesforce, or similar customer experience tools is a plus. Analytical mindset with strong problem-solving, prioritisation, and decision-making skills. Adaptability and resilience in a fast-paced, changing environment. Passion for technology, AI, and helping customers succeed. How will I be measured? Automation Rate - Are you driving your customers to achieve high adoption of Fin? Customer Satisfaction - Do customers receive a delightful and thorough experience as they begin their journey with Fin? Timeliness — Are your projects on-schedule against the dedicated timelines? #LI-Hybrid Unleash Your Potential When you join Salesforce, you’ll be limitless in all areas of your life. Our benefits and resources support you to find balance and be your best, and our AI agents accelerate your impact so you can do your best. Together, we’ll bring the power of Agentforce to organizations of all sizes and deliver amazing experiences that customers love. Apply today to not only shape the future — but to redefine what’s possible — for yourself, for AI, and the world. In the United States, compensation offered will be determined by factors such as location, job level, job-related knowledge, skills, and experience. Certain roles may be eligible for incentive compensation, equity, and benefits. At Fin, we want to give people what they need to do the best work of their careers. Our benefits and programs are designed to support your health and wellbeing, your family, your time away from work, and your financial future. Offerings vary by location in line with local practices and requirements. Learn more about working at Fin and the benefits we offer at fin.ai/careers . Pursuant to the San Francisco Fair Chance Ordinance and the Los Angeles Fair Chance Initiative for Hiring, Salesforce will consider for employment qualified applicants with arrest and conviction records. Policies Fin has a hybrid working policy. We believe that working in person helps us stay connected, collaborate easier and create a great culture while still providing flexibility to work from home. We expect employees to be in the office at least three days per week. We have a radically open and accepting culture at Fin. We avoid spending time on divisive subjects to foster a safe and cohesive work environment for everyone. As an organization, our policy is to not advocate on behalf of the company or our employees on any social or political topics out of our internal or external communications. We respect personal opinion and expression on these topics on personal social platforms on personal time, and do not challenge or confront anyone for their views on non-work related topics. Our goal is to focus on doing incredible work to achieve our goals and unite the company through our core values . Salesforce is an equal opportunity employer and maintains a policy of non-discrimination with all employees and applicants for employment. What does that mean exactly? It means that at Salesforce, we believe in equality for all. And we believe we can lead the path to equality in part by creating a workplace that’s inclusive, and free from discrimination. Know your rights: workplace discrimination is illegal. Any employee or potential employee will be assessed on the basis of merit, competence and qualifications – without regard to race, religion, color, national origin, sex, sexual orientation, gender expression or identity, transgender status, age, disability, veteran or marital status, political viewpoint, or other classifications protected by law. This policy applies to current and prospective employees, no matter where they are in their Salesforce employment journey. It also applies to recruiting, hiring, job assignment, compensation, promotion, benefits, training, assessment of job performance, discipline, termination, and everything in between. Recruiting, hiring, and promotion decisions at Salesforce are fair and based on merit. The same goes for compensation, benefits, promotions, transfers, reduction in workforce, recall, training, and education."
Qureight Ltd,Senior Machine Learning Engineer,"London, UK",https://www.adzuna.co.uk/jobs/details/5821202896?utm_medium=api&utm_source=dc96cb17,adzuna-api,2026-07-30,2026-09-23,"About us
Qureight’s mission is to accelerate clinical trials and ensure breakthroughs in lung and heart disease reach patients without delay. Our AI-powered data and imaging curation platform enables the analysis of clinical imaging and other healthcare data, helping our customers bring treatments to market, faster.
We’re looking for talented people who want their work to matter. With offices in Cambridge and London, you’ll join our multidisciplinary team of clinicians, scientists, and engineers. What unites us is our open culture, continuous learning mindset, and a shared mission to help biopharma run faster, smarter trials.

About the role
As Qureight scales its AI-driven imaging platform and expands its work with pharmaceutical and clinical partners, we are building the machine learning engineering capability required to train, optimise and deploy large-scale 3D medical-imaging models reliably.
We are looking for a Machine Learning Engineer to focus on the development, training, optimisation and inference of state-of-the-art computer vision models applied to volumetric CT data. The role focuses on ensuring that models can be trained efficiently, deployed securely, and operate at scale.
This role sits within the Machine Learning function and works closely with ML Scientists, DevOps, Data Engineering and Software Engineering teams to turn research models into robust, scalable and reproducible training and inference workflows.

What you will do

- Develop robust, scalable and reproducible inference pipelines.
- Deploy models into production using ONNX, TensorRT or similar frameworks.
- Build and optimise scalable machine learning training workflows.
- Optimise data loading, logging, checkpointing and resource utilisation for large-scale model training.
- Act as a bridge between research and production, translating research into reliable, maintainable and scalable engineering components.
- Support cloud-based ML infrastructure such as MLFlow.
- Create and maintain CI pipelines for model training, testing and deployment workflows.
- Collaborate with DevOps and infrastructure teams on deployment patterns and infrastructure as code.
- Improve reproducibility, traceability and quality across ML engineering workflows.
- Identify risks, communicate trade-offs and proactively improve tooling and processes.
Requirements

- Strong Python and PyTorch skills, with the ability to work confidently in model training and inference codebases.
- Experience building, optimising and maintaining ML training and inference pipelines.
- Experience with Docker and containerised ML workflows.
- Experience with model deployment and optimisation frameworks such as ONNX, TensorRT or similar tools.
- Experience with GPU-based training, model serving and compute optimisation.
- Experience building and maintaining CI pipelines.
- Experience with cloud environments.
- Strong knowledge of Linux shells, git and modern Python development tools such as uv, poetry, ruff, black, mypy or ty.
- Experience with modern development workflows, including pull requests, code review, documentation and ticketing.
- Strong communication skills and ability to work across ML Science, DevOps, Data Engineering and Software Engineering teams.
Even better if you have

- Experience working with 3D medical imaging, CT data, DICOM, NIfTI or NRRD formats.
- Experience deploying models in regulated, clinical, pharmaceutical or healthcare environments.
- Experience with infrastructure as code, such as Terraform.
- Experience with multi-stage Docker containers and secure software supply-chain practices.
- Experience with distributed training, large-scale data loading or high-performance computing environments.
- Experience supporting research-to-production ML workflows.
- Experience with monitoring, observability, model versioning or MLflow-like tooling.
Benefits
What can you expect from us

- A comprehensive benefits package that includes an annual bonus plan, private medical insurance, life insurance, cycle-to-work scheme, and a contributory pension scheme
- Equity, so that our team can share in the long-term success of Qureight
- 28 days’ holiday allowance , 25 days’ annual leave and 3 additional company days between Christmas and New Year, plus bank holidays and enhanced family leave
- A diverse work environment that brings together experts in many fields, including software engineering, DevOps, data science, machine learning, quality assurance, regulatory affairs, and clinical operations.
How to apply
Please upload a CV and covering letter by clicking 'Apply Now'. Your covering letter should explain why you are applying for the job and what skills and experience you can bring to the role.
We review CVs as we receive them and interview as soon as we have applications that look like a good match (usually within one week). We do not use closing dates. So, please apply as soon as possible to avoid missing out on this role. We advertised this role on 30th July 2026.

If you have any queries, please contact careers@qureight.com

Everyone is welcome at Qureight. We are an equal opportunities employer and encourage applications from all suitably qualified candidates regardless of age, disability, ethnicity, sex, gender reassignment, religion or belief, sexual orientation, marriage and civil partnership, or pregnancy and maternity.
Women and other underrepresented groups may be less likely to apply for a role unless they meet all or nearly all of the requirements. If this applies to you, we still encourage you to apply – you may be a great fit, even if you don’t meet every qualification. We’d love to hear from you.
If you require any adjustments to the application or selection process, please let us know. We will be happy to support you."
